RunDetails_FileName,RunDetails_FilePath,RunDetails_LoadNumber,RunDetails_Equipment,RunDetails_RunRecipe,RunDetails_RunStart,RunDetails_RunEnd,RunDetails_RunDuration,RunDetails_FileLength,RunDetails_OperatorName,RunDetails_ExportControl,RunDetails_IP,PartInformation_Index,PartInformation_WorkOrder,PartInformation_PartNumber,PartInformation_PartDescription,PartInformation_ToolLocation,PartInformation_Comment1,PartInformation_Comment2,PartInformation_Comment3,PartInformation_PartTCs,PartInformation_PartProbes
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,11,9652969,ACME-776,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,12,9652885,ACME-777,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,13,9652939,ACME-778,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,14,9652945,ACME-779,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,15,9652951,ACME-780,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,16,9652909,ACME-781,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,17,9652963,ACME-782,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,18,9652933,ACME-783,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,19,9652921,ACME-784,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,20,9652957,ACME-785,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,21,9652927,ACME-786,,,,,,,
AC2-07343.DAT,\\server1\AC2-DATA,7343,Autoclave #2,ACME HIGH PRESSURE,2022-10-13T04:36:46,2022-10-13T21:11:55,995.15,233345,Robbo,AU NSR,Third Party Disclosure Requires Written Approval,22,9652873,ACME-787,,,,,,,
