RunDetails_FileName,RunDetails_FilePath,RunDetails_LoadNumber,RunDetails_Equipment,RunDetails_RunRecipe,RunDetails_RunStart,RunDetails_RunEnd,RunDetails_RunDuration,RunDetails_FileLength,RunDetails_OperatorName,RunDetails_ExportControl,RunDetails_IP,PartInformation_Index,PartInformation_WorkOrder,PartInformation_PartNumber,PartInformation_PartDescription,PartInformation_ToolLocation,PartInformation_Comment1,PartInformation_Comment2,PartInformation_Comment3,PartInformation_PartTCs,PartInformation_PartProbes
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,15,8744213,ACME-707,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,16,8744255,ACME-747,,,L=38,P=1-2,,TC1,MON24
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,16,8744255,ACME-747,,,L=38,P=1-2,,TC1,MON25
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,16,8744255,ACME-747,,,L=38,P=1-2,,TC2,MON24
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,16,8744255,ACME-747,,,L=38,P=1-2,,TC2,MON25
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,17,8744257,ACME-748,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,18,8744259,ACME-749,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,19,8744281,ACME-750,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,20,8744284,ACME-751,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,21,8744285,ACME-752,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,22,8744286,ACME-753,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,23,8744248,ACME-754,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,24,8744249,ACME-755,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,25,8744250,ACME-756,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,26,8744251,ACME-757,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,27,8744252,ACME-758,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,28,8744253,ACME-759,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,29,8744254,ACME-760,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,30,8744256,ACME-761,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,31,8744258,ACME-762,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,32,8744280,ACME-763,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,33,8744282,ACME-764,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,34,8744283,ACME-765,,,,,,,
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,35,8744549,ACME-766,,,L=42,,,TC7,MON22
AC3-06994.DAT,\\server1\AC3-DATA,AC3 - 5864,Autoclave #3,ACME HIGH PRESSURE,2020-05-20T06:13:51,2020-05-20T22:22:57,969.10,356458,Dave,AU NSR,Third Party Disclosure Requires Written Approval,35,8744549,ACME-766,,,L=42,,,TC8,MON22
